author;comment;likeCount;publishedAt
@belisepai5258;malah lari ke rusia;0;2025-06-16T01:28:19Z
@adikarya1227;Gunanya presidsnt dari Militer bisa mendamaikan masalah NKRI ya pak Ã¢ÂÂ¤Ã¢ÂÂ¤Ã¢ÂÂ¤Ã°Å¸Å½â€°Ã°Å¸Å½â€°Ã°Å¸Å½â€°;0;2025-06-16T01:26:14Z
@MoghaniMuhni;Pak prabowo tolong jaga NKRI    Pecat orang orang rakus yg merong rong rong indonesia   Aceh sumatra bersaudara   Copot tito  Dan boby    Demi ibu pertiwi;0;2025-06-16T01:25:52Z
@kastowotowo-mx7zp;berharap di copot mentrinya oleh pk prabowo;0;2025-06-16T01:23:00Z
@Syahrul99-wy8pr;PECAT SI TITO;0;2025-06-16T01:22:30Z
@cania937;KATA WOWO KERJA MENTRINYA BAGUS2 SAJA Ã°Å¸ËœÂÃ°Å¸ËœÂÃ°Å¸ËœÂÃ°Å¸ËœÂÃ°Å¸ËœÂ;0;2025-06-16T01:22:10Z
@Syahrul99-wy8pr;Manusia manusia serakah   hancur bangsa ini kl di urus oleh orang orang serakah;0;2025-06-16T01:21:22Z
@suhermanherman9401;Pak prabowo jangan buat saudara kami orang aceh kecewa dan membela manusia2 tamak rakus dan serakah kembalikan yg menjadi hak warga aceh;0;2025-06-16T01:21:04Z
@horasmatuaharahap4526;Itu pulau hak aceh ;0;2025-06-16T01:20:13Z
@Daryanto-x2d;Bukan pulau sengketa  Sumut aja yg merebut ;0;2025-06-16T01:19:56Z
@nengahnegara4843;UU lebih tinggi dari KEPMEN ;;
@cania937;INDONESIA AKAN BUBAR KATA WOWO Ã°Å¸ËœÂÃ°Å¸ËœÂÃ°Å¸ËœÂÃ°Å¸ËœÂÃ°Å¸ËœÂÃ°Å¸ËœÂÃ°Å¸ËœÂ;0;2025-06-16T01:18:15Z
@AkbarAji-o9n;Jangan bikin gaduh dan mau memecah belah bangsa NKRI saya dukung warga Aceh;0;2025-06-16T01:17:10Z
@Indra-n8i;Paling sama boby mo dijual ke aguan;0;2025-06-16T01:16:25Z
@SyamsuriSyamsuri-n7b;KESALAHAN MENDAGRI TITO DAN BOBY MENCAPLOK 4 PULAU DI ACEH ITU PULAU ADA SEJARAHX MILIK ACEH;0;2025-06-16T01:16:03Z
@AmbriPutra-d8u;Kemendagri baru belajar  siapa aja gak akan suka cara  kek gini jangan membangun kan singa tidur;0;2025-06-16T01:13:34Z
@jamalantonio7386;Tito bikin gaduh saya dukung aceh;0;2025-06-16T01:13:03Z
@Aguswanto-d5p;Saya  dukung aceh    bahwa 4 pulau itu milik aceh    ;;
@amirudinalamin6282;pecat tito;0;2025-06-16T01:10:25Z
@deluanglecek;Keselnya liat Orang-orang ono masih ada di Pemerintahan  Seperti kehabisan Orang Pinter untuk membantu mengurus jalannya Pemerintahan dengan baik  ;0;2025-06-16T01:10:20Z
@sugengriyadi1358;Rupanya ada genk tertentu yang ingin meniru cara zionis israel untuk menguasai wilayah lain yang bukan haknya dan bikin perpecahan ;0;2025-06-16T01:09:40Z
@apryjawa498;Saya warga Sumsel mendukung aceh;0;2025-06-16T01:06:30Z
@DadanWildan-z9i;Prabowo  tegas pecat tito;0;2025-06-16T01:05:29Z
@AbdulAziz-my7yy;Kita semua mendukung Aceh jgn mau d perbudak oleh budak2 Jokowi karena hanya bersama klau berhasil berbagi de ha ha;0;2025-06-16T01:05:08Z
@yuliusgarrelejo2058;Selama ini negara lain yg ribut masalah wilayah perbatasan dan baru kali ini sesama anak bangsa ribut merebut batas wilayah propinsi ada apa ini;0;2025-06-16T01:04:54Z
@BossKardono;Jelas ini satu peroyek geng solo mendagri gubernur dalangnya pasti jokowi  ;0;2025-06-16T01:02:41Z
@onnysianipar9963;Admin ini ngerti arti Caplok ga sih ?Ã°Å¸ËœÅ  ;;
@BudiYono-l4b;Kami dari Jawa Timur mendukung hak penuh Warga Aceh;0;2025-06-16T01:01:52Z
@SumanMantri-k8b;Izajah palsu  ;0;2025-06-16T01:01:48Z
@sarkonisarkoni3875;Manusia kemaruk boby ini di pecat aja;0;2025-06-16T01:01:43Z
@SuhandaBsc;Pecat mendagri pembuat bikin gaduh nkri  Hidup aceh ;0;2025-06-16T00:59:59Z
@Ksm786-u1e;Bukan rebutan   tapi berusaha direbut   lewat Kemendagri    bukan menyelesaikan masalah tapi membuat salah yang resiko nya sangat benar dan membahayakan keutuhan NKRI   Bravo pak Prabowo Subianto cepat ambil alih utamakan keutuhan NKRI  Di kelola dan msk manapun juga untuk kemajuan NKRI ;0;2025-06-16T00:59:06Z
@bambanganto2309;Mendagri di copot aja  reda dah keributan ini;0;2025-06-16T00:57:46Z
@MachfudTaslim;Mendagri ganti aja Pak! Pecat aja;0;2025-06-16T00:57:02Z
@ArsyaYazidabbasy;Negara jgn dikuasai satu keluarga mulyono lewat tito pecat tito orang yg bikin ke gaduan aceh yg sdh damai ;0;2025-06-16T00:55:42Z
@ardinmarpaung;Saya orang Sumut dukung Aceh lu pikir lah sendiri Boby!;0;2025-06-16T00:54:37Z
@ferrypasbon8393;Indonesia merdeka sudah 78 thn  kenapa baru sekarang diributkan  Sudah sekian orang yang jadi GUBERNUR disumatera utara  baru hari ini pulau itu ingin masuk jadi wilayah sumut ;;
@Fauzi-k9x;ga usah pk prabowo    nanti bapak di pecat sama jokowi  ;0;2025-06-16T00:54:01Z
@fauzibatubara;Udah la Sumut    itu punya Aceh    ;0;2025-06-16T00:53:19Z
@iswadigitaris;Saya asli banda Aceh    siap pulang ke aceh jika perang    salam dari jateng brebesÃ¢ÂÂ¤;0;2025-06-16T00:51:58Z
@pakdadang4881;Setuju tito di copot  ini di sebut namanya bikin kegaduhan;0;2025-06-16T00:50:33Z
@wongsowongso5430;Boby di ajarin mertuanya yg serakaj;0;2025-06-16T00:48:43Z
@djuhariah5141;Saya orang jakarta pertahankanhak anda hai orang2 aceh hargadiri anda penting pertahankan terus jangan kendor;0;2025-06-16T00:48:26Z
@indrakusnadi6971;Saya prediksi tidak akan dikembalikan  masih kuat pengaruh Jokowi ;0;2025-06-16T00:48:07Z
@irwanst5153;Plonga plongo tapi rakus jugaÃ°Å¸Â¤Â­Ã°Å¸Â¤Â­;0;2025-06-16T00:47:06Z
@irwanst5153;Geng solo wajib di tangkap;0;2025-06-16T00:46:25Z
@gogosummer_oh;Klimaks nya karena pulau-pulau tersebut lebih menjorok ke Sumut  jadi mana mau Sumut melepaskan wilayah yang dekat dengan wilayahnya;0;2025-06-16T00:44:09Z
@mursalam6916;Kaji ulang saja data  Merujuk saja pada Data JK;0;2025-06-16T00:42:02Z
@NursaliSali-si2ok;Bersihkan semua  pengkianat bangsa;0;2025-06-16T00:41:47Z
@faiqfadlan8149;Siapa mendagri siapa gubernur sumut sudah pahamkan kenapa mengusik propinsi aceh yg sedang damai;0;2025-06-16T00:41:23Z
@JonObe-z5y;Prabowo sama Mulyono 11_12    Omon2 doang semua kasus yg di lingkaran dia menguap  Pertamina timah dll apa yg dia bisa buat?pidato doang menggebu2 nyatanya nol besar;0;2025-06-16T00:40:03Z
@masdukicilegon9540;saya dari cilegon mendukung rakyat aceh pak mentri jadi propokator  gimana sih;0;2025-06-16T00:38:10Z
@tacelnul8408;Periksa semua antek2 mulyono  ;0;2025-06-16T00:34:31Z
@AntoniBrutu;berarti ini kehen siyapa bobi? jelas ini Tito kan turunkan Tito demi NKRI;0;2025-06-16T00:33:02Z
@syam170845;kau memang gak hak   kemungkinan besar usulan dan permintaan kalian dan keluarga serakahan keluarga Jokowi kepada TITO PKI;0;2025-06-16T00:32:09Z
@kyckangyayanchannel2603;Sudahlah  Tito mundur aja kalo ngga mau dimundurkan   Anda punya memang keoentingan   Anda tidak obyektif  Anda hanya merujuk ke boss anda yg di solo  ;0;2025-06-16T00:31:58Z
@prsmarpaung2747;Bobby tidak berbobot tidak berguna untuk kesatuan bangsa ;0;2025-06-16T00:30:08Z
@Pejuangrejekireceh321;kocak yah  sengketa antar provinsi   kita mah negara santuy   gk sengketa wilayah antar negara;0;2025-06-16T00:28:21Z
@HanifHanifuddin-k2v;Pejabat karbitan  menang bukan kna kwalitas  tpi karna gua punya bpak yg bisa di andalkan   itulah keluarga Mukidi  semenjak menjabat bnyak konflik di dlm negeri????;1;2025-06-16T00:27:41Z
@juraganternak2716;Raja ampat tertutup lagi nih ;;
@kyckangyayanchannel2603;Tito sdh membahayakan NKRI demi anak Jokowi  pecat tito;0;2025-06-16T00:26:57Z
@faridmuctar567;Copot segera pejabat-pejabat yg terlibat menodai perdamaian di Aceh;0;2025-06-16T00:25:26Z
@danudanidandi9218;Raja Ampat belum selesai tuntasi tdk bisa menutup tambang selamanya ini beralih ke sengketa pulau Aceh;;
@bakedekawu5913;Nah kan Salahin media    Memang kluarga ini bikin gaduh;0;2025-06-16T00:23:51Z
@LindaSari-v8w4z;Fre aceh saya dukung aceh;0;2025-06-16T00:22:43Z
@KongMen-j6g;Bobby konntrol ngapain sih mau dipecat;0;2025-06-16T00:22:32Z
@hasanbaseri1048;Sangat buat malu aj Mendagri yg gak bisa menyelesaikan masalah itu copot saja;0;2025-06-16T00:21:24Z
@BudiMakochid;Kroni jikiwi bikin gaduh bukan fokus bekerja;0;2025-06-16T00:20:14Z
@MangAde-of2hq;Hati2 jangan sampai gam bangkit dari tidurnya ;0;2025-06-16T00:16:32Z
@hisbullahbull4602;Saya orang sumut tetap dukung  orang aceh    pertahankan wilaya;0;2025-06-16T00:16:29Z
@jamalantonio7386;Zamn jokowi rusak ta2nn pmrnth ini;0;2025-06-16T00:16:21Z
@pencintakucing8285;Gk bisa tapi kau mau main nyrobot aja   netizen itu bisa lihat betapa rakusnya kau klu di tangan  kau udh babak belur pulau itu aceh penuh sejarah yg kau tak bisa perjuangkan Boby;0;2025-06-16T00:16:16Z
@daryonoyono453;jangan karena keputusan dari pihak tertentu Indonesia kehilangan Aceh dan derah lainnya;0;2025-06-16T00:12:00Z
@BILLYMYLOVELY;Pecat TITO dan si Bobby sECEPATNYA karna dialah biang masalah;0;2025-06-16T00:11:40Z
@fatihchanel4272;Otaknya siapa sebenernya yg otak atik soal pulau;0;2025-06-16T00:10:39Z
@KGRSCHANNEL;SILAKN MERDEKA SJ  ACEH      DRPD RIBUT TERUS   ;0;2025-06-16T00:07:58Z
@EniSumala;sumut berhak;0;2025-06-16T00:06:44Z
@yayangnurul2664;Dari komen2 gak ada yg mendukung sumut dan mendagri;0;2025-06-16T00:05:02Z
@putraauzel7132;jelas jelas itu milik aceh;0;2025-06-16T00:04:42Z
@Masduki-m5g;betul betul bikin gaduh aja ini pak mentri dlam nekri ini  aneh aneh    ;0;2025-06-16T00:03:35Z
@Rizsqysaiyadialma31;WARGA SUMUT HARUS KOMPAL KEMBALIKAN 4 PULAU ITU K ACEH JANGAN MAU DI ADU DOMBA;0;2025-06-16T00:02:54Z
@MarwanLtobing;Copot dan gantung tito yg sdh menarik API PERMUSUHAN antar warganegara yg telah damai dan senyap dari GAM skrg tito ingin MEMBANGUNKAN GAM di NKRI ini;0;2025-06-16T00:01:15Z
@AnderiasLenama;Karena menterinya tdk berkualitas  herannya knp tdk diganti    kita tunggu 2030  indonesia bubar seperti yg pernah disampaikan oleh prabowo sendiri ;0;2025-06-16T00:00:22Z
@yanisuyani6676;Sy ORANG JOGJA MENDUKUNG PENUH ACEH  ORANG SRAKAH NGGAK BAKALAN SLAMAT DUNIA AKERAT AAMIIN;1;2025-06-15T23:59:41Z
@papaichal266;Kami dari Sulawesi Tenggara dukung Aceh kembalikan pulau itu ke Aceh jangan Rakus;0;2025-06-15T23:59:38Z
@BmBm-h3b;horas sumut tetap semangat pertahankan pulau itu agar jadi milik sumut;0;2025-06-15T23:58:43Z
@johnbogo3932;Copot mendagri kembali hak Aceh dan merdekakan Aceh dari penjajah Indonesia ;0;2025-06-15T23:58:34Z
@MabruziahZie;Hidup rakyat Aceh    !!!;;
@nichonapit2985;Udh jelas bgt kok 4 pulau itu dgn sejarah panjang ya masuk ke wilayah Aceh  loh kok ada yg memaksa bgt mau ambil 4 pulau itu   tau diri sedikit donggg mending urusin yg lain aja;0;2025-06-15T23:53:58Z
@Edan11;HARUSNYA JANGAN PRABOWO YG AMBIL ALIH SENGKETA INI TAPI GIBRAN;;
@yudijuanjuan8407;     proses 2007???     Trus ngapa keputusannya hanya beberapa hari setelah RAJA AMPAT ditutup???    Bobi bobi    Disuruh jokowi yahh???   ;0;2025-06-15T23:52:33Z
@yudijuanjuan8407;Bobi bobi    Dibilang caplok gak mau    tapi langsung nyamperin ke Aceh dan nawarkan kerjasama pengerukan       omong kosong ;0;2025-06-15T23:51:19Z
@ibrahimaa380;Kaki tangan pak joko  wajib di waspadai kalau bisa dipecat semua  Ã°Å¸ËœÂ±;0;2025-06-15T23:50:29Z
@yudijuanjuan8407;Boby tidak mencaplok    Yang mencaplok adalah JOKOWI   ;0;2025-06-15T23:50:13Z
@AliismedIsmed;Boby sejak kapan empat pulau itu milik Sumut Boby bilang Sumut tak berhak melepas pulau tersebut;0;2025-06-15T23:50:06Z
@yudijuanjuan8407;JOKOWI VS PRABOWO    INDONESIA VS ACEH;0;2025-06-15T23:49:36Z
@yudijuanjuan8407;PRABOWO VS JOKOWI;0;2025-06-15T23:48:08Z
@hujjatu_arslan;TiTO X BoBYY    Tau lahh Produk siapa     ;0;2025-06-15T23:47:39Z
@juandaharahap5927;Pengalihan isu mulyono soal raja Ampat  ternaknya buat sekenario ;0;2025-06-15T23:47:14Z
@MuhammadIqbal-py2mk;Ngapain nelayan ikut2 protes? Kan itu pulau milik indonesia jd siapapun warga indonesia bisa ke sana menangkap ikan  Jgnlah bertindak seolah-olah aceh itu negara lain  Kt smw satu NKRI bersaudara  kalau msalah pulau begitu ayo kt gunakan bersama-sama;0;2025-06-15T23:46:06Z
@PsrDudukspy-z9m;Seroko tenan boby   nanti nular k propinsi lainya  y allahhhh   ;0;2025-06-15T23:43:40Z
@TiwiTew;Kpk tolong d usut medagri  masalah  4 pulau yg sengketa;0;2025-06-15T23:43:29Z
@AdoAdo-u7y;Rakus;0;2025-06-15T23:43:29Z
@zalcell7141;Pak Tito membawa gaduh dgn permennya;;
@kadiraja8612;Huahaahaaaa memang Mendagri ambil keputusan tidak bicara dgn Prabowo !!? Apa cuma mau cari panggung atau uji nyali bangsa Aceh Ã°Å¸Ëœâ€ Ã°Å¸Ëœâ€ Ã°Å¸Ëœâ€ºÃ°Å¸Ëœâ€º;0;2025-06-15T23:42:30Z
@mandirisportss;Dukung penuh aceh;0;2025-06-15T23:42:16Z
@mandirisportss;Bikin gaduh si tito;0;2025-06-15T23:42:02Z
@MiyayamSpesial;Boby  Kaw bikinlah rakyatmu sejahtera dulu  Pagi2 kaw sdh mau diberi hadiah pulau  Apa yg mau kaw tambang disana?;0;2025-06-15T23:41:45Z
@harunsebastian3054;Semangat warga Aceh;0;2025-06-15T23:41:01Z
@TiwiTew;Mendagri yg buat masalah  tolong copot tito karnapian karna membuat gaduh d masyarakat;0;2025-06-15T23:40:41Z
@cahsobo2396;Termul masih banyak di pemerintahan sekarang;0;2025-06-15T23:39:16Z
@agussentot2144;Jangan bilangÃ‚Â² tidak ada  kepentingan pribadi pak  udah ketauan lah tingkah rakus kalian  Perjuangkan terus rakyat ACEH sampai titik darah terakhir   Ã¢ÂÂ¤Ã¢ÂÂ¤Ã¢ÂÂ¤;0;2025-06-15T23:37:00Z
@eserwinsusilo2399;Saya orang padang mendukung 4 pulau itu milik aceh;0;2025-06-15T23:36:50Z
@SitimarweyahSiti;Kami orang Jawa dukung provinsi Aceh;0;2025-06-15T23:36:13Z
@nilabangkok-b1r;Wamen longor  Diputuskan baru dikaji  Kebalik PAOK   G ush dikaji kaji  Itu pulau jelas bukan punya Sumut ;0;2025-06-15T23:35:25Z
@fredirustandi6131;Kami dari jabar dukung aceh mentri dalam negri harus bertanggung jawab;0;2025-06-15T23:35:13Z
@JamaludinDoang-xk3gk;Kami dukung aceh;0;2025-06-15T23:30:03Z
@ZidaneZidane-ek3lm;Free Aceh merdeka;0;2025-06-15T23:29:03Z
@kangenyes;Pecat tito;0;2025-06-15T23:28:48Z
@SalbarZaini;Kabinet Prabowo banyak duri dalam daging kalau gak cepat diatasi ini bisa bahaya    ;0;2025-06-15T23:28:34Z
@apriatin9008;GENG SOLO BUAT ULAH pecat semua aja;0;2025-06-15T23:28:32Z
@KopiLotongPahit;isu raja ampat ke Aceh    jago kan   dari Tipu-tipu sampe main main isu    REVOLUSI atau MERDEKA;0;2025-06-15T23:23:00Z
@joniawanbiru217;Itu bukan rebutan atau sengketa  Itu milik aceh ya aceh ;0;2025-06-15T23:22:41Z
@Anime_edit-xy;Pecat saja si tito itu pak prabowo   enggak ada fungsi  cuma buat gaduh saja  ;0;2025-06-15T23:22:24Z
@widiyaketut8345;Aceh muzakir manaf top ;0;2025-06-15T23:20:44Z
@SuWarno-kj2fp;Pak prabowo  nelayan di pulau itu sedang memohonÃ°Å¸â„¢ÂÃ°Å¸â„¢ÂÃ°Å¸â„¢ÂÃ°Å¸â„¢ÂÃ°Å¸â„¢ÂÃ°Å¸â„¢Â tolonglah pak  biarkan pulau itu mereka yang mengelolanya ;0;2025-06-15T23:19:40Z
@willygibran9352;Kita tengok aja nanti klo sempat benar2 direbut sumut   boby 2009 kau bru lulus SMA    berarti kau gk tahu bgaimna tekad org2 aceh dlm berjuang  mereka hanya takut Allah    gk gakut sama mulyono mu;0;2025-06-15T23:19:02Z
@HajiJunaidi-z9e;Harusnya sebelum membuat keputusan Buatlah  kajian  ini kok menterinya koplak sekali;0;2025-06-15T23:16:43Z
@yudikece6395;Negara jadi makanan bancakan bagi bagi tambang  korupsi Brutal   mo apalagi yg bs diharapkan   rakyat bertambah miskin    ;0;2025-06-15T23:13:56Z
@etexxkairaphasya783;Manusia kalau sudah tamak dan rakus itu sangatlah berbahaya  semangat gubernur Aceh ambil kembali 4 pulau itu  Ã°Å¸â€˜Â;0;2025-06-15T23:10:11Z
@HadisPandak;pulau itu punya aceh dan hak warga aceh;0;2025-06-15T23:09:58Z
@anikwidayatni4407;Dapat jabatan gurbenur dapat hadiah pulau;0;2025-06-15T23:03:06Z
@kulonprogo5473;Mangkin nampak tuh     buat raja jawa dan keluarganya memang negeri ini milikmu?;0;2025-06-15T23:02:34Z
@aguskopsurindo9859;Itu bukan sengketa bro? Pulau itu mau dibegal oleh Tito dan Bobi   ;0;2025-06-15T23:02:29Z
@ahmadmaulana4198;Lambat  Macan itu harus tegas;0;2025-06-15T23:00:50Z
@solemansoleman-y4q;Semua sudah diatur sama bpk mertua  lewat tito   kan bisa?;0;2025-06-15T22:59:48Z
@desimecca8622;Po sma sih liat muka nya e ek kaya liat si gibran enek;0;2025-06-15T22:59:22Z
@InayaNaya-x4c;Jangan adu domba kami kami warga aceh selama ini sudah damai;0;2025-06-15T22:57:36Z
@TigaBintang-b6u;Kami dari papua mendukung aceh    Ã°Å¸â€™ÂªÃ°Å¸â€™ÂªÃ°Å¸â€™Âª;0;2025-06-15T22:57:09Z
@ssgrazyrich3705;Pecat mendagri ;;
@mamisuwati4989;Saya orang Jawa Tengah mendukung Aceh;0;2025-06-15T22:49:29Z
@mbahsanto125;Sepertinya ada sesuatu  gubernur sumut jadi boneka tukang kayu;0;2025-06-15T22:48:27Z
@VideoPendek9;Kami dari NTB mendukung ACEH  tetap lah mempertahankan 4 pulau Ã°Å¸ÂÂÃ¯Â¸Â  jgn biarkan para penghianat negara menguasai 4 pulau itu;0;2025-06-15T22:41:16Z
@sittiramlah5288;Saya warga SULAWESI TENGGARA  mendukung AcehÃ¢ÂÂ¤Ã¢ÂÂ¤Ã¢ÂÂ¤;3;2025-06-15T22:39:44Z
@ristanaarozal6744;Walau 4 pulau di caplok Sumut tapi tetap bagian NKRI  Damailah Aamiin   ;0;2025-06-15T22:39:01Z
@RezaRezi-r7q;Betul copot itu pa tito penggaduh;0;2025-06-15T22:38:39Z
@FurkanKan-z2v;Alhamdulillah ya Allah supaya rakyat Aceh tidak salah paham   terimakasih pak PRABOWOÃ¢ÂÂ¤;0;2025-06-15T22:36:34Z
@erwindbasyrie3839;Prabowo CEMEN kalau mau pecat ;0;2025-06-15T22:34:01Z
@achmadmasjkur1286;Terlalu berani meng-owah2 status kepemilikan pulau di suatu propinsi ;0;2025-06-15T22:32:12Z
@binamekar7592;Kegaduhan terus dibangun tdk henti2nya dari isu raja empat ijazah palsu dan banyak lainnya  parah ini bangsa;0;2025-06-15T22:31:44Z
@ibrahimbaimpetrozza4658;Prabowo jgn percaya jokowi dan geng solo (tito karnavian)yg ingin merusak negeri ini dgn merampas tanah pulau yg ada di indonesia klo prabowo diam saja jgn salahkan klo negara indonesia akan bubar 2030 sesuai prediksi prabowo sendiri;0;2025-06-15T22:30:50Z
@KisraAnusyirwan_;Sebenarnya perofinsi yang miskin adalah Batak;0;2025-06-15T22:28:09Z
@murodis5197;Ujung2nya nanti di buat kekayaan keluar Jokowi cs;0;2025-06-15T22:25:44Z
@AbdurrahmanFaqih-l8j;ya tinngal berikan ke Aceh      GItu saja kok repot       Masih sama2 NKRI       ;0;2025-06-15T22:24:33Z
@Cratevary;MENTRI YANG GA PUNYA JIWA NASIONALISME DAN LEBIH MEMENTINGKAN EGO GENKNYA SEBAINYA MUNDUR   !!!!;0;2025-06-15T22:17:35Z
@iyan8482;Rakus;0;2025-06-15T22:15:35Z
@inayati6201;membangunkan macan ridur   orang lagi tenang dibikin mslh hadeuuuh;0;2025-06-15T22:07:41Z
@satriopinandito;Daftar pencarian bakat pindah ke GTV  yaitu:;;
@faozimohamad2765;Kelamaan putuskan dengan cepat pecat tito  turunkan mantu Mulyono usut korupsinya adili dengan seadil adilnya;0;2025-06-15T22:05:17Z
@qiem_taqimimaki;Jogja hadir Untuk ACEH tercinta;0;2025-06-15T22:01:15Z
@satriopinandito;Mulai tanggal 16 Juni 2025 sampai sekarang:;;
@lekuza8819;Pokoknya kalo masuk sumut  aceh merdeka aja    Uraaaa;0;2025-06-15T21:56:40Z
@SlametEdi-k4r;Hey Bobi mau di pecat kah;;
@sainalsams7932;Si tito karnavian sejak jadi kapolri sampai jadi mentri jadi masalah negeri ini patut untuk dihentikan dan dimiskinkan jadi baju orenge hhhhhaaaa;0;2025-06-15T21:54:25Z
@jokosuryo577;Jawa Timur memberi dukungan penuh kpd rakyat Aceh mempertahankan harga dirinya  mempertahankan wilayahnya dr penjajahan geng molyono ;0;2025-06-15T21:54:23Z
@nurahmadibalikpapan746;Astaghfirulah  Ada saja upaya untuk memperkeruh suasana Indonesia  Bukannya menyejukan keadaan yang sudah memang kacau sekarang tambah kacau lagi  Mendagri harus nya beehati2 dalam mengambil keputusan ;0;2025-06-15T21:53:55Z
@syahril9110;Mentri boj yg bikin ulah main ambil tanpa minta apa g takut apa jika GAM bangkit lagi !!??;0;2025-06-15T21:52:41Z
@satriopinandito;Hasil skor untuk Indonesia menang  yaitu: ;;
@jokosuryo577;Tak ada penyelesaian  kecuali kembali kpd pemiliknya  provinsi Aceh  Hai mendagri jika tak becus mundur kau! Jangan salahkan nanti jika dr seluruh penjuru Indonesia banyak bermunculan dukungan pengibaran bendera GAM ;0;2025-06-15T21:50:16Z
@Tgkuzulkarnainzul;Tito ini kayak israel mau rampas tanah pecat tito;0;2025-06-15T21:49:57Z
@ShikiTo-g1y;selama grombolan mulyono masih ada maka kegaduhan bakal terjadi;0;2025-06-15T21:44:46Z
@muhkhoiri6678;Yang gak bener itu mendagri ambil kebijakan gak pakai musyawarah;0;2025-06-15T21:42:57Z
@endangsayekti9302;Mendagri bikin kisruh   Aceh sudah tenang bergabung dg NKRI kok sekarang di usik wilayah nya ini bisa menimbulkan konflik terbuka antara Aceh dg Sumut;0;2025-06-15T21:41:48Z
@gamers_anteng;Skemanya dengan bilang ke mertua  kalau antum mau 4 pulau  habis itu diaturlah undang undangnya  dibantu sama kemendagri  Gitu om  ya gag sih?  ;0;2025-06-15T21:39:00Z
@aquanntto;tito itu jadi Kapolri dan menteri diangkat mertua bobby   ;0;2025-06-15T21:38:06Z
@p44gaming44;Geng solo;0;2025-06-15T21:37:44Z
@teguh_teguh;Aceh tetap teguh memperjuangkan tanah air sendiri;0;2025-06-15T21:36:32Z
@salimways8144;Mas Wapres pasti hebat dalam menyelesaikan masalah ini;0;2025-06-15T21:36:25Z
@multijasadancemerlang2769;Kalau 4 Pulau itu TETAP ada di wilayah Pemerintahan Aceh  apakah jadi masalah untuk pemerintahan SUMUT ???? apakah menimbulkan kerugian buat pemerintahan SUMUT  Kalau memang tidak ada dampaknya kenapa tidak  diserahkan kembali ke Pemerintahan Aceh saja ;;
